LVLT,2010,Q1,-0.14,-0.14,225000000.0,-0.14,1000000.0,-238000000.0,-238000000.0,-238000000.0,383000000.0,910000000.0,7000000.0,343000000.0,383000000.0,527000000.0,203000000.0,568000000.0,-41000000.0,-196000000.0,-237000000.0,910000000.0,1700000000.0,1647407000.0,1647407000.0,
LVLT,2010,Q2,-0.1,-0.1,223000000.0,-0.1,-169000000.0,-169000000.0,-169000000.0,374000000.0,908000000.0,9000000.0,1000000.0,338000000.0,374000000.0,534000000.0,150000000.0,562000000.0,-28000000.0,-141000000.0,-169000000.0,908000000.0,1690000000.0,1660009000.0,1660009000.0,
LVLT,2010,Q3,-1.47,-1.47,215000000.0,-1.47,1000000.0,-163000000.0,-163000000.0,-163000000.0,368000000.0,912000000.0,-1000000.0,1000000.0,345000000.0,368000000.0,544000000.0,144000000.0,561000000.0,-17000000.0,-145000000.0,-162000000.0,912000000.0,110900000.0,110958000.0,110958000.0,
LVLT,2010,Q4,-0.47,-0.47,207000000.0,-0.47,-93000000.0,-52000000.0,-51000000.0,-1000000.0,-52000000.0,309000000.0,861000000.0,5000000.0,347000000.0,309000000.0,552000000.0,148000000.0,1000000.0,554000000.0,-2000000.0,-142000000.0,-144000000.0,861000000.0,110680000.0,110680000.0,110680000.0,
LVLT,2010,FY,-5.62,-5.62,870000000.0,-5.62,-91000000.0,-622000000.0,-621000000.0,-1000000.0,-622000000.0,1434000000.0,3591000000.0,20000000.0,2000000.0,1373000000.0,1434000000.0,2157000000.0,645000000.0,1000000.0,2245000000.0,-88000000.0,-624000000.0,-712000000.0,3591000000.0,110680000.0,110680000.0,110680000.0,
LVLT,2011,Q1,-1.83,-1.83,203000000.0,-1.83,27000000.0,-205000000.0,-204000000.0,-1000000.0,-205000000.0,357000000.0,914000000.0,3000000.0,0.0,357000000.0,357000000.0,557000000.0,177000000.0,0.0,560000000.0,-3000000.0,-174000000.0,-177000000.0,914000000.0,112000000.0,112079000.0,112079000.0,
LVLT,2011,Q2,-1.59,-1.59,206000000.0,-1.59,3000000.0,-181000000.0,-180000000.0,-1000000.0,-181000000.0,347000000.0,913000000.0,3000000.0,0.0,357000000.0,347000000.0,566000000.0,183000000.0,0.0,563000000.0,3000000.0,-180000000.0,-177000000.0,913000000.0,113800000.0,113589000.0,113800000.0,
LVLT,2011,Q3,-1.75,-1.75,203000000.0,-1.75,6000000.0,-207000000.0,-208000000.0,1000000.0,-207000000.0,342000000.0,927000000.0,-1000000.0,0.0,375000000.0,342000000.0,585000000.0,208000000.0,0.0,578000000.0,7000000.0,-209000000.0,-202000000.0,927000000.0,118300000.0,118067000.0,118300000.0,
LVLT,2011,Q4,-1.19,-1.19,193000000.0,-1.19,5000000.0,-163000000.0,-235000000.0,72000000.0,-163000000.0,660000000.0,1579000000.0,-28000000.0,681000000.0,660000000.0,919000000.0,248000000.0,1000000.0,874000000.0,45000000.0,-275000000.0,-230000000.0,1579000000.0,137176000.0,137176000.0,137176000.0,
LVLT,2011,FY,-5.51,-5.51,805000000.0,-5.51,41000000.0,-756000000.0,-827000000.0,71000000.0,-756000000.0,1706000000.0,4333000000.0,-23000000.0,1770000000.0,1706000000.0,2627000000.0,816000000.0,1000000.0,2575000000.0,52000000.0,-838000000.0,-786000000.0,4333000000.0,137176000.0,137176000.0,137176000.0,
LVLT,2012,Q1,-0.66,-0.66,187000000.0,-0.66,14000000.0,-138000000.0,-138000000.0,-138000000.0,657000000.0,1586000000.0,9000000.0,626000000.0,657000000.0,929000000.0,250000000.0,1000000.0,813000000.0,116000000.0,-240000000.0,-124000000.0,1586000000.0,209759000.0,209759000.0,209759000.0,
