IDXX,2012,Q1,0.74,0.74,0.72,18916000.0,57632000.0,40734000.0,40734000.0,40743000.0,-9000.0,147902000.0,322676000.0,20557000.0,36178000.0,147902000.0,174774000.0,1193000.0,436000.0,114367000.0,60407000.0,-757000.0,59650000.0,322676000.0,55100000.0,55208000.0,56439000.0,
IDXX,2012,Q2,0.93,0.93,0.91,24051000.0,54539000.0,51320000.0,51320000.0,51317000.0,3000.0,150960000.0,335649000.0,20058000.0,34275000.0,150960000.0,184689000.0,926000.0,480000.0,108872000.0,75817000.0,-446000.0,75371000.0,335649000.0,55200000.0,55079000.0,56211000.0,
IDXX,2012,Q3,0.78,0.78,0.76,19639000.0,52067000.0,42873000.0,42873000.0,42853000.0,20000.0,144840000.0,315475000.0,20349000.0,35307000.0,144840000.0,170635000.0,873000.0,473000.0,107723000.0,62912000.0,-400000.0,62512000.0,315475000.0,54900000.0,54938000.0,56088000.0,
IDXX,2012,Q4,0.79,0.79,0.79,19724000.0,43360000.0,43360000.0,43354000.0,6000.0,150488000.0,319538000.0,21050000.0,84573000.0,150488000.0,169050000.0,856000.0,513000.0,105623000.0,63427000.0,-343000.0,63084000.0,319538000.0,55000000.0,54985000.0,56155000.0,
IDXX,2012,FY,3.24,3.24,3.17,82330000.0,216962000.0,178287000.0,178287000.0,178267000.0,20000.0,594190000.0,1293338000.0,82014000.0,137609000.0,594190000.0,699148000.0,3848000.0,1902000.0,436585000.0,262563000.0,-1946000.0,260617000.0,1293338000.0,55000000.0,54985000.0,56155000.0,
IDXX,2013,Q1,0.82,0.82,0.81,15930000.0,59397000.0,44867000.0,44867000.0,44860000.0,7000.0,148132000.0,332106000.0,21758000.0,41631000.0,148132000.0,183974000.0,835000.0,444000.0,122786000.0,61188000.0,-391000.0,60797000.0,332106000.0,54700000.0,54588000.0,55490000.0,
IDXX,2013,Q2,1.01,1.01,0.99,24029000.0,57896000.0,53999000.0,53999000.0,53995000.0,4000.0,154885000.0,352583000.0,22181000.0,38858000.0,154885000.0,197698000.0,1179000.0,444000.0,118935000.0,78763000.0,-735000.0,78028000.0,352583000.0,53500000.0,53670000.0,54386000.0,
IDXX,2013,Q3,0.87,0.87,0.86,18786000.0,60079000.0,45692000.0,45692000.0,45688000.0,4000.0,152514000.0,338297000.0,21568000.0,38651000.0,152514000.0,185783000.0,1463000.0,456000.0,120298000.0,65485000.0,-1007000.0,64478000.0,338297000.0,52500000.0,52450000.0,53242000.0,
IDXX,2013,Q4,0.41,0.41,0.41,16722000.0,43236000.0,43236000.0,43257000.0,-21000.0,165409000.0,354072000.0,22496000.0,104841000.0,165409000.0,188663000.0,1909000.0,541000.0,127337000.0,61326000.0,-1368000.0,59958000.0,354072000.0,106100000.0,106318000.0,107970000.0,
IDXX,2013,FY,1.77,1.77,1.74,75467000.0,243492000.0,187794000.0,187794000.0,187800000.0,-6000.0,620940000.0,1377058000.0,88003000.0,157861000.0,620940000.0,756118000.0,5386000.0,1885000.0,489356000.0,266762000.0,-3501000.0,263261000.0,1377058000.0,106100000.0,106318000.0,107970000.0,
IDXX,2014,Q1,0.9,0.9,0.89,21150000.0,67848000.0,46593000.0,46593000.0,46585000.0,8000.0,158106000.0,360203000.0,23114000.0,41089000.0,158106000.0,202097000.0,2774000.0,471000.0,132051000.0,70046000.0,-2303000.0,67743000.0,360203000.0,51800000.0,51617000.0,52338000.0,
IDXX,2014,Q2,0.56,0.56,0.55,23498000.0,68020000.0,57244000.0,57244000.0,57218000.0,26000.0,171604000.0,390122000.0,25433000.0,41846000.0,171604000.0,218518000.0,2965000.0,488000.0,135299000.0,83219000.0,-2477000.0,80742000.0,390122000.0,102200000.0,102250000.0,103590000.0,
IDXX,2014,Q3,0.52,0.52,0.52,16045000.0,70602000.0,52163000.0,52163000.0,52142000.0,21000.0,170187000.0,383523000.0,24847000.0,45698000.0,170187000.0,213336000.0,4294000.0,313000.0,141147000.0,72189000.0,-3981000.0,68208000.0,383523000.0,100300000.0,99489000.0,100800000.0,
IDXX,2014,Q4,0.26,0.26,0.26,3911000.0,25951000.0,25951000.0,25961000.0,-10000.0,169794000.0,351959000.0,24869000.0,122495000.0,169794000.0,182165000.0,5396000.0,457000.0,147364000.0,34801000.0,-4939000.0,29862000.0,351959000.0,99900000.0,100094000.0,101503000.0,
IDXX,2014,FY,1.82,1.82,1.79,64604000.0,283708000.0,181951000.0,181951000.0,181906000.0,45000.0,669691000.0,1485807000.0,98263000.0,173890000.0,669691000.0,816116000.0,15429000.0,1729000.0,555861000.0,260255000.0,-13700000.0,246555000.0,1485807000.0,99900000.0,100094000.0,101503000.0,
IDXX,2015,Q1,0.49,0.49,0.49,20346000.0,75136000.0,46578000.0,46578000.0,46594000.0,-16000.0,166933000.0,382477000.0,25006000.0,42599000.0,166933000.0,215544000.0,6304000.0,425000.0,142741000.0,72803000.0,-5879000.0,66924000.0,382477000.0,95100000.0,94280000.0,95521000.0,
IDXX,2015,Q2,0.61,0.61,0.6,24665000.0,75217000.0,56938000.0,56938000.0,56912000.0,26000.0,180586000.0,413343000.0,24317000.0,44920000.0,180586000.0,232757000.0,7259000.0,559000.0,144454000.0,88303000.0,-6700000.0,81603000.0,413343000.0,93300000.0,93384000.0,94306000.0,
IDXX,2015,Q3,0.48,0.48,0.48,8212000.0,20600000.0,73107000.0,44229000.0,44229000.0,44223000.0,6000.0,182113000.0,406387000.0,24862000.0,46198000.0,182113000.0,224274000.0,7750000.0,684000.0,152379000.0,71895000.0,-7066000.0,64829000.0,406387000.0,92100000.0,91944000.0,92897000.0,
IDXX,2015,Q4,0.48,0.48,0.48,15395000.0,44390000.0,44390000.0,44349000.0,41000.0,181990000.0,399685000.0,25496000.0,125288000.0,181990000.0,217695000.0,7926000.0,800000.0,150784000.0,66911000.0,-7126000.0,59785000.0,399685000.0,92800000.0,92601000.0,93649000.0,
IDXX,2015,FY,2.07,2.07,2.05,8212000.0,81006000.0,299955000.0,192135000.0,192135000.0,192078000.0,57000.0,711622000.0,1601892000.0,99681000.0,182510000.0,711622000.0,890270000.0,29239000.0,2468000.0,590358000.0,299912000.0,-26771000.0,273141000.0,1601892000.0,92800000.0,92601000.0,93649000.0,
IDXX,2016,Q1,0.51,0.51,0.51,20284000.0,79829000.0,46025000.0,46025000.0,46019000.0,6000.0,190013000.0,417550000.0,24620000.0,49295000.0,190013000.0,227537000.0,8304000.0,820000.0,153744000.0,73793000.0,-7484000.0,66309000.0,417550000.0,90200000.0,89924000.0,90838000.0,
IDXX,2016,Q2,0.75,0.75,0.74,29680000.0,76652000.0,67206000.0,67206000.0,67202000.0,4000.0,206026000.0,466569000.0,25412000.0,54317000.0,206026000.0,260543000.0,8204000.0,928000.0,156381000.0,104162000.0,-7276000.0,96886000.0,466569000.0,89600000.0,89824000.0,90817000.0,
IDXX,2016,Q3,0.63,0.63,0.62,25072000.0,79972000.0,56452000.0,56452000.0,56455000.0,-3000.0,201578000.0,448308000.0,25672000.0,52627000.0,201578000.0,246730000.0,7786000.0,851000.0,158271000.0,88459000.0,-6935000.0,81524000.0,448308000.0,89600000.0,89894000.0,91138000.0,
IDXX,2016,Q4,0.58,0.58,0.01,0.58,24756000.0,80605000.0,52371000.0,52371000.0,52369000.0,2000.0,202370000.0,442996000.0,25418000.0,50778000.0,202370000.0,240626000.0,7755000.0,1057000.0,156801000.0,83825000.0,-6698000.0,77127000.0,442996000.0,89900000.0,89732000.0,90884000.0,
IDXX,2016,FY,2.47,2.47,2.44,99792000.0,317058000.0,222054000.0,222054000.0,222045000.0,9000.0,799987000.0,1775423000.0,101122000.0,207017000.0,799987000.0,975436000.0,32049000.0,3656000.0,625197000.0,350239000.0,-28393000.0,321846000.0,1775423000.0,89900000.0,89732000.0,90884000.0,
IDXX,2017,Q1,0.78,0.78,0.77,15679000.0,87244000.0,69058000.0,69058000.0,69019000.0,39000.0,203830000.0,462021000.0,25790000.0,52914000.0,203830000.0,258191000.0,8589000.0,1083000.0,165948000.0,92243000.0,-7506000.0,84737000.0,462021000.0,88500000.0,88117000.0,89994000.0,
IDXX,2017,Q2,0.97,0.97,0.95,29178000.0,87693000.0,85407000.0,85407000.0,85357000.0,50000.0,216225000.0,508940000.0,26998000.0,55460000.0,216225000.0,292715000.0,9155000.0,1176000.0,170151000.0,122564000.0,-7979000.0,114585000.0,508940000.0,88000000.0,88004000.0,89878000.0,
IDXX,2017,Q3,0.81,0.81,0.79,21535000.0,88818000.0,70514000.0,70514000.0,70511000.0,3000.0,217974000.0,491976000.0,27585000.0,57186000.0,217974000.0,274002000.0,9764000.0,1400000.0,173589000.0,100413000.0,-8364000.0,92049000.0,491976000.0,87100000.0,87537000.0,89256000.0,


