ticker,year,quarter,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
OKE,2009,Q1,1.16,1.16,0.4,1.16,79439000.0,163549000.0,163549000.0,0.0,122285000.0,41264000.0,2238416000.0,2789827000.0,0.0,-2279000.0,0.0,25227000.0,2238416000.0,551411000.0,77961000.0,258408000.0,293003000.0,-50015000.0,242988000.0,2789827000.0,105400000.0,105162000.0,105733000.0
OKE,2009,Q2,0.4,0.4,0.4,0.39,30258000.0,81350000.0,81350000.0,0.0,41679000.0,39671000.0,1795201000.0,2227627000.0,0.0,6540000.0,0.0,25261000.0,1795201000.0,432426000.0,73392000.0,277622000.0,154804000.0,-43196000.0,111608000.0,2227627000.0,104200000.0,105335000.0,105950000.0
OKE,2009,Q3,0.46,0.46,0.42,0.45,34080000.0,102308000.0,102308000.0,0.0,48042000.0,54266000.0,1912882000.0,2364736000.0,0.0,7955000.0,0.0,24900000.0,1912882000.0,451854000.0,72689000.0,278076000.0,173778000.0,-37390000.0,136388000.0,2364736000.0,104400000.0,105420000.0,106488000.0
OKE,2009,Q4,0.89,0.89,0.98,0.89,59231000.0,143997000.0,136450000.0,7547000.0,93445000.0,50552000.0,2861303000.0,3423563000.0,0.0,-6088000.0,0.0,25586000.0,2861303000.0,562260000.0,76778000.0,300971000.0,261289000.0,-65608000.0,195681000.0,3423563000.0,105300000.0,105362000.0,106320000.0
OKE,2009,FY,2.9,2.9,1.64,2.87,203008000.0,491204000.0,483657000.0,7547000.0,305451000.0,185753000.0,8807802000.0,10805753000.0,0.0,5021000.0,0.0,100974000.0,8807802000.0,1997951000.0,300820000.0,1115077000.0,882874000.0,-196209000.0,686665000.0,10805753000.0,105300000.0,105362000.0,106320000.0
OKE,2010,Q1,1.46,1.46,0.44,1.44,97311000.0,186720000.0,186720000.0,0.0,154539000.0,32181000.0,3304648000.0,3923967000.0,0.0,1856000.0,0.0,23073000.0,3304648000.0,619319000.0,76520000.0,281987000.0,337332000.0,-53301000.0,284031000.0,3923967000.0,105800000.0,106132000.0,107410000.0
OKE,2010,Q2,0.39,0.39,0.44,0.39,31048000.0,86374000.0,86374000.0,0.0,41724000.0,44650000.0,2349054000.0,2807131000.0,0.0,-6841000.0,0.0,25103000.0,2349054000.0,458077000.0,75361000.0,279364000.0,178713000.0,-61291000.0,117422000.0,2807131000.0,107000000.0,106356000.0,107838000.0
OKE,2010,Q3,0.52,0.52,0.46,0.51,29965000.0,120301000.0,120301000.0,0.0,55295000.0,65006000.0,2491333000.0,2942703000.0,0.0,4613000.0,0.0,19465000.0,2491333000.0,451370000.0,70907000.0,264466000.0,186904000.0,-36638000.0,150266000.0,2942703000.0,106300000.0,106443000.0,107651000.0
OKE,2010,Q4,0.39,0.39,0.56,0.39,55396000.0,147935000.0,146663000.0,1272000.0,83074000.0,64861000.0,2471586000.0,3004990000.0,0.0,1102000.0,0.0,22391000.0,2471586000.0,533404000.0,69444000.0,293701000.0,239703000.0,-37644000.0,202059000.0,3004990000.0,213100000.0,212736000.0,215570000.0
OKE,2010,FY,1.57,1.57,0.91,1.55,213720000.0,541330000.0,540058000.0,1272000.0,334632000.0,206698000.0,10616621000.0,12678791000.0,0.0,460000.0,0.0,90032000.0,10616621000.0,2062170000.0,292232000.0,1119518000.0,942652000.0,-188874000.0,753778000.0,12678791000.0,213100000.0,212736000.0,215570000.0
