ticker,year,quarter,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CHRW,2009,Q1,0.5,0.5,0.0,0.5,52475000.0,85383000.0,85383000.0,0.0,85383000.0,0.0,1502620000.0,1688000000.0,0.0,0.0,0.0,48012000.0,1502620000.0,185380000.0,-490000.0,48012000.0,137368000.0,490000.0,137858000.0,1688000000.0,170800000.0,169140000.0,170825000.0
CHRW,2009,Q2,0.55,0.55,0.0,0.54,58360000.0,92253000.0,92253000.0,0.0,92253000.0,0.0,1726059000.0,1926020000.0,0.0,0.0,0.0,50077000.0,1726059000.0,199961000.0,-729000.0,50077000.0,149884000.0,729000.0,150613000.0,1926020000.0,167700000.0,167972000.0,169584000.0
CHRW,2009,Q3,0.57,0.57,0.0,0.57,59780000.0,95460000.0,95460000.0,0.0,95460000.0,0.0,1750987000.0,1954803000.0,0.0,0.0,0.0,49015000.0,1750987000.0,203816000.0,-439000.0,49015000.0,154801000.0,439000.0,155240000.0,1954803000.0,167500000.0,167191000.0,168648000.0
CHRW,2009,Q4,0.53,0.53,0.97,0.52,55616000.0,87734000.0,87734000.0,0.0,87734000.0,0.0,1813132000.0,2008366000.0,0.0,0.0,0.0,52476000.0,1813132000.0,195234000.0,-592000.0,52476000.0,142758000.0,592000.0,143350000.0,2008366000.0,167800000.0,167695000.0,169194000.0
CHRW,2009,FY,2.15,2.15,0.97,2.13,226231000.0,360830000.0,360830000.0,0.0,360830000.0,0.0,6792798000.0,7577189000.0,0.0,0.0,0.0,199580000.0,6792798000.0,784391000.0,-2250000.0,199580000.0,584811000.0,2250000.0,587061000.0,7577189000.0,167800000.0,167695000.0,169194000.0
CHRW,2010,Q1,0.51,0.51,0.0,0.5,52469000.0,84012000.0,84012000.0,0.0,84012000.0,0.0,1888771000.0,2074617000.0,0.0,0.0,0.0,49839000.0,1888771000.0,185846000.0,-474000.0,49839000.0,136007000.0,474000.0,136481000.0,2074617000.0,164700000.0,165440000.0,166575000.0
CHRW,2010,Q2,0.59,0.59,0.0,0.59,59592000.0,97226000.0,97226000.0,0.0,97226000.0,0.0,2243440000.0,2453982000.0,0.0,0.0,0.0,54087000.0,2243440000.0,210542000.0,-363000.0,54087000.0,156455000.0,363000.0,156818000.0,2453982000.0,164800000.0,164749000.0,165765000.0
CHRW,2010,Q3,0.62,0.62,0.0,0.62,63855000.0,102627000.0,102627000.0,0.0,102627000.0,0.0,2199724000.0,2420357000.0,0.0,0.0,0.0,54300000.0,2199724000.0,220633000.0,-149000.0,54300000.0,166333000.0,149000.0,166482000.0,2420357000.0,165500000.0,164691000.0,165576000.0
CHRW,2010,Q4,0.63,0.63,1.04,0.62,61160000.0,103161000.0,103161000.0,0.0,103161000.0,0.0,2106456000.0,2325349000.0,0.0,0.0,0.0,54828000.0,2106456000.0,218893000.0,-256000.0,54828000.0,164065000.0,256000.0,164321000.0,2325349000.0,164700000.0,164909000.0,165972000.0
CHRW,2010,FY,2.35,2.35,1.04,2.33,237076000.0,387026000.0,387026000.0,0.0,387026000.0,0.0,8438391000.0,9274305000.0,0.0,0.0,0.0,213054000.0,8438391000.0,835914000.0,-1242000.0,213054000.0,622860000.0,1242000.0,624102000.0,9274305000.0,164700000.0,164909000.0,165972000.0
