ticker,year,quarter,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
SYY,2009,Q1,0.46,0.46,0.22,0.46,204341000.0,276814000.0,276814000.0,0.0,276814000.0,0.0,7990873000.0,9877429000.0,0.0,2813000.0,0.0,1381804000.0,7990873000.0,1886556000.0,26410000.0,1381804000.0,504752000.0,-23597000.0,481155000.0,9877429000.0,601800000.0,602257425.0,605707175.0
SYY,2009,Q2,0.4,0.4,0.24,0.4,161033000.0,237654000.0,237654000.0,0.0,237654000.0,0.0,7399690000.0,9149803000.0,0.0,5223000.0,0.0,1328249000.0,7399690000.0,1750113000.0,28400000.0,1328249000.0,421864000.0,-23177000.0,398687000.0,9149803000.0,594100000.0,597549831.0,598233384.0
SYY,2009,Q3,0.38,0.38,0.24,0.38,154438000.0,226166000.0,226166000.0,0.0,226166000.0,0.0,7102274000.0,8739350000.0,0.0,3514000.0,0.0,1231753000.0,7102274000.0,1637076000.0,28233000.0,1231753000.0,405323000.0,-24719000.0,380604000.0,8739350000.0,595200000.0,590152592.0,590667577.0
SYY,2009,Q4,0.53,0.53,0.24,0.53,195074000.0,315314000.0,315314000.0,0.0,315314000.0,0.0,7324162000.0,9086748000.0,0.0,3395000.0,0.0,1222314000.0,7324162000.0,1762586000.0,33279000.0,1222314000.0,540272000.0,-29884000.0,510388000.0,9086748000.0,596600000.0,595127577.0,596069204.0
SYY,2009,FY,1.77,1.77,0.94,1.77,714886000.0,1055948000.0,1055948000.0,0.0,1055948000.0,0.0,29816999000.0,36853330000.0,0.0,14945000.0,0.0,5164120000.0,29816999000.0,7036331000.0,116322000.0,5164120000.0,1872211000.0,-101377000.0,1770834000.0,36853330000.0,596600000.0,595127577.0,596069204.0
SYY,2010,Q1,0.55,0.55,0.24,0.55,139335000.0,326205000.0,326205000.0,0.0,326205000.0,0.0,7334067000.0,9081426000.0,0.0,2012000.0,0.0,1250031000.0,7334067000.0,1747359000.0,33800000.0,1250031000.0,497328000.0,-31788000.0,465540000.0,9081426000.0,593100000.0,591568212.0,591983474.0
SYY,2010,Q2,0.45,0.45,0.25,0.45,163618000.0,268349000.0,268349000.0,0.0,268349000.0,0.0,7173612000.0,8868499000.0,0.0,1138000.0,0.0,1232536000.0,7173612000.0,1694887000.0,31522000.0,1232536000.0,462351000.0,-30384000.0,431967000.0,8868499000.0,596300000.0,592651712.0,593372477.0
SYY,2010,Q3,0.42,0.42,0.25,0.42,155773000.0,247648000.0,247648000.0,0.0,247648000.0,0.0,7261721000.0,8945093000.0,0.0,-1028000.0,0.0,1251269000.0,7261721000.0,1683372000.0,27654000.0,1251269000.0,432103000.0,-28682000.0,403421000.0,8945093000.0,589600000.0,593129783.0,594833736.0
SYY,2010,Q4,0.57,0.57,0.25,0.57,210880000.0,337781000.0,337781000.0,0.0,337781000.0,0.0,8285788000.0,10348477000.0,0.0,-2924000.0,0.0,1478603000.0,8285788000.0,2062689000.0,32501000.0,1478603000.0,584086000.0,-35425000.0,548661000.0,10348477000.0,593000000.0,592157221.0,593590042.0
SYY,2010,FY,1.99,1.99,0.99,1.99,669606000.0,1179983000.0,1179983000.0,0.0,1179983000.0,0.0,30055188000.0,37243495000.0,0.0,-802000.0,0.0,5212439000.0,30055188000.0,7188307000.0,125477000.0,5212439000.0,1975868000.0,-126279000.0,1849589000.0,37243495000.0,593000000.0,592157221.0,593590042.0
SYY,2011,Q1,0.51,0.51,0.25,0.51,177754000.0,299069000.0,299069000.0,0.0,299069000.0,0.0,7905170000.0,9751274000.0,0.0,1684000.0,0.0,1339864000.0,7905170000.0,1846104000.0,31101000.0,1339864000.0,506240000.0,-29417000.0,476823000.0,9751274000.0,586400000.0,588711412.0,591103346.0
SYY,2011,Q2,0.44,0.44,0.26,0.44,152092000.0,258173000.0,258173000.0,0.0,258173000.0,0.0,7623185000.0,9384852000.0,0.0,1300000.0,0.0,1324642000.0,7623185000.0,1761667000.0,28060000.0,1324642000.0,437025000.0,-26760000.0,410265000.0,9384852000.0,586800000.0,584943749.0,587110338.0
SYY,2011,Q3,0.44,0.44,0.26,0.44,146994000.0,258478000.0,258478000.0,0.0,258478000.0,0.0,7929111000.0,9761660000.0,0.0,6957000.0,0.0,1405062000.0,7929111000.0,1832549000.0,28972000.0,1405062000.0,427487000.0,-22015000.0,405472000.0,9761660000.0,587500000.0,583722009.0,585421864.0
SYY,2011,Q4,0.57,0.57,0.26,0.57,198584000.0,336310000.0,336310000.0,0.0,336310000.0,0.0,8471311000.0,10425703000.0,0.0,4278000.0,0.0,1393642000.0,8471311000.0,1954392000.0,30134000.0,1393642000.0,560750000.0,-25856000.0,534894000.0,10425703000.0,587800000.0,586526142.0,588691546.0
SYY,2011,FY,1.96,1.96,1.03,1.96,675424000.0,1152030000.0,1152030000.0,0.0,1152030000.0,0.0,31928777000.0,39323489000.0,0.0,14219000.0,0.0,5463210000.0,31928777000.0,7394712000.0,118267000.0,5463210000.0,1931502000.0,-104048000.0,1827454000.0,39323489000.0,587800000.0,586526142.0,588691546.0
SYY,2012,Q1,0.51,0.51,0.26,0.51,176963000.0,302653000.0,302653000.0,0.0,302653000.0,0.0,8638790000.0,10586390000.0,0.0,-250000.0,0.0,1438260000.0,8638790000.0,1947600000.0,29474000.0,1438260000.0,509340000.0,-29724000.0,479616000.0,10586390000.0,593400000.0,592003631.0,593449101.0
SYY,2012,Q2,0.43,0.43,0.27,0.43,152033000.0,250113000.0,250113000.0,0.0,250113000.0,0.0,8398771000.0,10244421000.0,0.0,3472000.0,0.0,1418652000.0,8398771000.0,1845650000.0,28324000.0,1418652000.0,426998000.0,-24852000.0,402146000.0,10244421000.0,581700000.0,586188302.0,587034204.0
SYY,2012,Q3,0.44,0.44,0.27,0.44,153238000.0,259550000.0,259550000.0,0.0,259550000.0,0.0,8633130000.0,10504746000.0,0.0,2248000.0,0.0,1432786000.0,8633130000.0,1871616000.0,28290000.0,1432786000.0,438830000.0,-26042000.0,412788000.0,10504746000.0,589900000.0,585823393.0,587214691.0
SYY,2012,Q4,0.53,0.53,0.27,0.52,180183000.0,309269000.0,309269000.0,0.0,309269000.0,0.0,8930974000.0,11045382000.0,0.0,1296000.0,0.0,1598944000.0,8930974000.0,2114408000.0,27308000.0,1598944000.0,515464000.0,-26012000.0,489452000.0,11045382000.0,587200000.0,587726343.0,588991441.0
SYY,2012,FY,1.91,1.91,1.07,1.9,662417000.0,1121585000.0,1121585000.0,0.0,1121585000.0,0.0,34601665000.0,42380939000.0,0.0,6766000.0,0.0,5888642000.0,34601665000.0,7779274000.0,113396000.0,5888642000.0,1890632000.0,-106630000.0,1784002000.0,42380939000.0,587200000.0,587726343.0,588991441.0
SYY,2013,Q1,0.49,0.49,0.27,0.49,163793000.0,286598000.0,286598000.0,0.0,286598000.0,0.0,9057121000.0,11086916000.0,0.0,2477000.0,0.0,1551013000.0,9057121000.0,2029795000.0,30868000.0,1551013000.0,478782000.0,-28391000.0,450391000.0,11086916000.0,584900000.0,587757832.0,589838819.0
SYY,2013,Q2,0.38,0.38,0.28,0.38,130793000.0,221369000.0,221369000.0,0.0,221369000.0,0.0,8844780000.0,10796890000.0,0.0,1753000.0,0.0,1569459000.0,8844780000.0,1952110000.0,32242000.0,1569459000.0,382651000.0,-30489000.0,352162000.0,10796890000.0,582600000.0,587091968.0,589751933.0
SYY,2013,Q3,0.34,0.34,0.28,0.34,104980000.0,201417000.0,201417000.0,0.0,201417000.0,0.0,8983889000.0,10926371000.0,0.0,3410000.0,0.0,1605280000.0,8983889000.0,1942482000.0,34215000.0,1605280000.0,337202000.0,-30805000.0,306397000.0,10926371000.0,592400000.0,589149731.0,592903799.0
SYY,2013,Q4,0.47,0.47,0.28,0.46,155462000.0,283043000.0,283043000.0,0.0,283043000.0,0.0,9528836000.0,11601056000.0,0.0,9832000.0,0.0,1612377000.0,9528836000.0,2072220000.0,31170000.0,1612377000.0,459843000.0,-21338000.0,438505000.0,11601056000.0,590700000.0,589397807.0,592675110.0
SYY,2013,FY,1.68,1.68,1.11,1.67,555028000.0,992427000.0,992427000.0,0.0,992427000.0,0.0,36414626000.0,44411233000.0,0.0,17472000.0,0.0,6338129000.0,36414626000.0,7996607000.0,128495000.0,6338129000.0,1658478000.0,-111023000.0,1547455000.0,44411233000.0,590700000.0,589397807.0,592675110.0
SYY,2014,Q1,0.49,0.49,0.28,0.48,166614000.0,285590000.0,285590000.0,0.0,285590000.0,0.0,9648780000.0,11714267000.0,0.0,4534000.0,0.0,1587289000.0,9648780000.0,2065487000.0,30528000.0,1587289000.0,478198000.0,-25994000.0,452204000.0,11714267000.0,582800000.0,587621529.0,591458948.0
SYY,2014,Q2,0.36,0.36,0.29,0.36,115369000.0,210835000.0,210835000.0,0.0,210835000.0,0.0,9273018000.0,11237969000.0,0.0,4211000.0,0.0,1613174000.0,9273018000.0,1964951000.0,29784000.0,1613174000.0,351777000.0,-25573000.0,326204000.0,11237969000.0,585700000.0,584253842.0,587926287.0
SYY,2014,Q3,0.31,0.31,0.29,0.31,115746000.0,180937000.0,180937000.0,0.0,180937000.0,0.0,9282743000.0,11277484000.0,0.0,-3718000.0,0.0,1662116000.0,9282743000.0,1994741000.0,32224000.0,1662116000.0,332625000.0,-35942000.0,296683000.0,11277484000.0,583700000.0,585885137.0,590470283.0
SYY,2014,Q4,0.43,0.43,0.29,0.43,146362000.0,254171000.0,254171000.0,0.0,254171000.0,0.0,10131136000.0,12286992000.0,0.0,7216000.0,0.0,1731334000.0,10131136000.0,2155856000.0,31205000.0,1731334000.0,424522000.0,-23989000.0,400533000.0,12286992000.0,585900000.0,585988084.0,590216220.0
SYY,2014,FY,1.59,1.59,1.15,1.58,544091000.0,931533000.0,931533000.0,0.0,931533000.0,0.0,38335677000.0,46516712000.0,0.0,12243000.0,0.0,6593913000.0,38335677000.0,8181035000.0,123741000.0,6593913000.0,1587122000.0,-111498000.0,1475624000.0,46516712000.0,585900000.0,585988084.0,590216220.0
SYY,2015,Q1,0.47,0.47,0.29,0.47,158054000.0,278813000.0,278813000.0,0.0,278813000.0,0.0,10256364000.0,12445081000.0,0.0,2188000.0,0.0,1723104000.0,10256364000.0,2188717000.0,30934000.0,1723104000.0,465613000.0,-28746000.0,436867000.0,12445081000.0,593200000.0,588277056.0,593309750.0
SYY,2015,Q2,0.27,0.27,0.3,0.27,78218000.0,157979000.0,157979000.0,0.0,157979000.0,0.0,10001937000.0,12087074000.0,0.0,-2207000.0,0.0,1769691000.0,10001937000.0,2085137000.0,77042000.0,1769691000.0,315446000.0,-79249000.0,236197000.0,12087074000.0,585100000.0,590723351.0,595911680.0
SYY,2015,Q3,0.3,0.3,0.3,0.3,89380000.0,176955000.0,176955000.0,0.0,176955000.0,0.0,9689161000.0,11746659000.0,0.0,8577000.0,0.0,1730190000.0,9689161000.0,2057498000.0,69550000.0,1730190000.0,327308000.0,-60973000.0,266335000.0,11746659000.0,589900000.0,594030427.0,598921070.0
SYY,2015,Q4,0.12,0.12,0.3,0.11,-4278000.0,73026000.0,73026000.0,0.0,73026000.0,0.0,10181774000.0,12401938000.0,0.0,25034000.0,0.0,2099169000.0,10181774000.0,2220164000.0,77281000.0,2099169000.0,120995000.0,-52247000.0,68748000.0,12401938000.0,592000000.0,592072308.0,596849034.0
SYY,2015,FY,1.16,1.16,1.19,1.15,321374000.0,686773000.0,686773000.0,0.0,686773000.0,0.0,40129236000.0,48680752000.0,0.0,33592000.0,0.0,7322154000.0,40129236000.0,8551516000.0,254807000.0,7322154000.0,1229362000.0,-221215000.0,1008147000.0,48680752000.0,592000000.0,592072308.0,596849034.0
SYY,2016,Q1,0.41,0.41,0.3,0.41,137387000.0,244420000.0,244420000.0,0.0,244420000.0,0.0,10324616000.0,12562611000.0,0.0,15240000.0,0.0,1744521000.0,10324616000.0,2237995000.0,126907000.0,1744521000.0,493474000.0,-111667000.0,381807000.0,12562611000.0,596100000.0,596698935.0,600789913.0
