ticker,year,quarter,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
EVHC,2009,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2009,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2009,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2009,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2009,FY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2010,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2010,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2010,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2010,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2010,FY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2011,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2011,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2011,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2011,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2011,FY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2012,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2012,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2012,Q3,0.12,0.12,0.0,0.11,11448000.0,15209000.0,15209000.0,0.0,15209000.0,0.0,577502000.0,1529140000.0,708329000.0,937000.0,0.0,142065000.0,1285831000.0,243309000.0,42883000.0,174685000.0,68624000.0,-42057000.0,26567000.0,1529140000.0,126700000.0,130230634.0,133463882.0
EVHC,2012,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVHC,2012,FY,0.32,0.32,0.0,0.31,27463000.0,41185000.0,41185000.0,0.0,41185000.0,0.0,2307628000.0,5834632000.0,2534511000.0,1422000.0,0.0,597914000.0,4842139000.0,992493000.0,190914000.0,735751000.0,256742000.0,-188473000.0,68269000.0,5834632000.0,128700000.0,130228970.0,132945862.0
EVHC,2013,Q1,-0.03,-0.03,0.0,-0.03,2568000.0,-3847000.0,-3847000.0,0.0,-3847000.0,0.0,641789000.0,1605248000.0,716924000.0,-12721000.0,0.0,148281000.0,1358713000.0,246535000.0,51874000.0,183673000.0,62862000.0,-64216000.0,-1354000.0,1605248000.0,128200000.0,130696421.0,130696421.0
EVHC,2013,Q2,0.07,0.07,0.0,0.07,6313000.0,9597000.0,9597000.0,0.0,9597000.0,0.0,643960000.0,1689805000.0,790550000.0,-249000.0,0.0,151938000.0,1434510000.0,255295000.0,50002000.0,189592000.0,65703000.0,-49880000.0,15823000.0,1689805000.0,137100000.0,131672134.0,137271357.0
EVHC,2013,Q3,-0.05,-0.05,0.0,-0.05,-4949000.0,-7663000.0,-7663000.0,0.0,-7663000.0,0.0,677797000.0,1691208000.0,735320000.0,-52000.0,0.0,178094000.0,1413117000.0,278091000.0,76291000.0,214588000.0,63503000.0,-76183000.0,-12680000.0,1691208000.0,153300000.0,157282885.0,157282885.0
EVHC,2013,Q4,0.05,0.05,0.0,0.05,-4926000.0,13408000.0,13408000.0,0.0,7908000.0,5500000.0,703893000.0,1785261000.0,800416000.0,262000.0,0.0,159504000.0,1504309000.0,280952000.0,76913000.0,196265000.0,84687000.0,-76298000.0,8389000.0,1785261000.0,149900000.0,150156216.0,156962385.0
EVHC,2013,FY,0.04,0.04,0.0,0.04,-994000.0,11495000.0,11495000.0,0.0,5995000.0,5500000.0,2667439000.0,6771522000.0,3043210000.0,-12760000.0,0.0,637817000.0,5710649000.0,1060873000.0,255080000.0,784118000.0,276755000.0,-266577000.0,10178000.0,6771522000.0,149900000.0,150156216.0,156962385.0
EVHC,2014,Q1,0.14,0.14,0.0,0.13,16675000.0,21525000.0,21525000.0,0.0,24825000.0,-3300000.0,743661000.0,1858494000.0,844283000.0,-808000.0,0.0,164991000.0,1587944000.0,270550000.0,30049000.0,202232000.0,68318000.0,-30165000.0,38153000.0,1858494000.0,177300000.0,180782025.0,189391612.0
