KMB,2010,Q1,0.92,0.92,0.66,0.92,241000000.0,881000000.0,411000000.0,411000000.0,384000000.0,27000000.0,3188000000.0,4835000000.0,43000000.0,101000000.0,3188000000.0,1647000000.0,61000000.0,5000000.0,982000000.0,665000000.0,-56000000.0,609000000.0,4835000000.0,417600000.0,417600000.0,417600000.0,
KMB,2010,Q2,1.2,1.2,0.66,1.2,181000000.0,929000000.0,523000000.0,523000000.0,498000000.0,25000000.0,3213000000.0,4857000000.0,47000000.0,4000000.0,3213000000.0,1644000000.0,60000000.0,6000000.0,933000000.0,711000000.0,-54000000.0,657000000.0,4857000000.0,413700000.0,413700000.0,413700000.0,
KMB,2010,Q3,1.14,1.14,0.66,1.14,195000000.0,909000000.0,489000000.0,489000000.0,469000000.0,20000000.0,3365000000.0,4979000000.0,40000000.0,7000000.0,3365000000.0,1614000000.0,59000000.0,5000000.0,916000000.0,698000000.0,-54000000.0,644000000.0,4979000000.0,409900000.0,409900000.0,409900000.0,
KMB,2010,Q4,1.21,1.21,0.66,1.19,171000000.0,954000000.0,520000000.0,520000000.0,492000000.0,28000000.0,3430000000.0,5075000000.0,51000000.0,-8000000.0,3430000000.0,1645000000.0,63000000.0,4000000.0,946000000.0,699000000.0,-59000000.0,640000000.0,5075000000.0,412400000.0,412400000.0,412400000.0,
KMB,2010,FY,4.47,4.47,2.64,4.45,788000000.0,3673000000.0,1943000000.0,1943000000.0,1843000000.0,100000000.0,13196000000.0,19746000000.0,181000000.0,104000000.0,13196000000.0,6550000000.0,243000000.0,20000000.0,3777000000.0,2773000000.0,-223000000.0,2550000000.0,19746000000.0,412400000.0,412400000.0,412400000.0,
KMB,2011,Q1,0.87,0.87,0.7,0.86,152000000.0,921000000.0,372000000.0,372000000.0,350000000.0,22000000.0,3566000000.0,5029000000.0,40000000.0,-2000000.0,3566000000.0,1463000000.0,64000000.0,4000000.0,919000000.0,544000000.0,-60000000.0,484000000.0,5029000000.0,403400000.0,403400000.0,403400000.0,
KMB,2011,Q2,1.04,1.04,0.7,1.03,173000000.0,940000000.0,432000000.0,432000000.0,408000000.0,24000000.0,3702000000.0,5259000000.0,47000000.0,-8000000.0,3702000000.0,1557000000.0,71000000.0,4000000.0,932000000.0,625000000.0,-67000000.0,558000000.0,5259000000.0,393300000.0,393300000.0,393300000.0,
KMB,2011,Q3,1.1,1.1,0.7,1.09,174000000.0,943000000.0,458000000.0,458000000.0,432000000.0,26000000.0,3794000000.0,5382000000.0,35000000.0,-17000000.0,3794000000.0,1588000000.0,70000000.0,5000000.0,926000000.0,662000000.0,-65000000.0,597000000.0,5382000000.0,392200000.0,392200000.0,392200000.0,
KMB,2011,Q4,1.01,1.01,0.7,1.01,161000000.0,957000000.0,422000000.0,422000000.0,401000000.0,21000000.0,3632000000.0,5176000000.0,39000000.0,-24000000.0,3632000000.0,1544000000.0,72000000.0,5000000.0,933000000.0,611000000.0,-67000000.0,544000000.0,5176000000.0,395700000.0,395700000.0,395700000.0,
KMB,2011,FY,4.02,4.02,2.8,3.99,660000000.0,3761000000.0,1684000000.0,1684000000.0,1591000000.0,93000000.0,14694000000.0,20846000000.0,161000000.0,-51000000.0,14694000000.0,6152000000.0,277000000.0,18000000.0,3710000000.0,2442000000.0,-259000000.0,2183000000.0,20846000000.0,395700000.0,395700000.0,395700000.0,
KMB,2012,Q1,1.19,1.19,0.74,1.18,185000000.0,996000000.0,487000000.0,487000000.0,468000000.0,19000000.0,3537000000.0,5241000000.0,39000000.0,8000000.0,3537000000.0,1704000000.0,71000000.0,4000000.0,1004000000.0,700000000.0,-67000000.0,633000000.0,5241000000.0,393800000.0,393800000.0,393800000.0,
KMB,2012,Q2,1.27,1.27,0.74,1.26,213000000.0,1019000000.0,518000000.0,518000000.0,498000000.0,20000000.0,3514000000.0,5269000000.0,43000000.0,-18000000.0,3514000000.0,1755000000.0,71000000.0,5000000.0,1001000000.0,754000000.0,-66000000.0,688000000.0,5269000000.0,393600000.0,393600000.0,393600000.0,
KMB,2012,Q3,1.31,1.31,0.74,1.3,223000000.0,988000000.0,537000000.0,537000000.0,517000000.0,20000000.0,3480000000.0,5246000000.0,43000000.0,-5000000.0,3480000000.0,1766000000.0,70000000.0,4000000.0,983000000.0,783000000.0,-66000000.0,717000000.0,5246000000.0,393900000.0,393900000.0,393900000.0,
KMB,2012,Q4,0.68,0.68,0.74,0.68,39000000.0,754000000.0,286000000.0,85000000.0,201000000.0,267000000.0,19000000.0,2807000000.0,3711000000.0,52000000.0,10000000.0,2807000000.0,904000000.0,73000000.0,5000000.0,764000000.0,140000000.0,-68000000.0,72000000.0,3711000000.0,393000000.0,393000000.0,393000000.0,
KMB,2012,FY,4.45,4.45,2.96,4.42,660000000.0,3757000000.0,1828000000.0,1627000000.0,201000000.0,1750000000.0,78000000.0,13338000000.0,19467000000.0,177000000.0,-5000000.0,13338000000.0,6129000000.0,285000000.0,18000000.0,3752000000.0,2377000000.0,-267000000.0,2110000000.0,19467000000.0,393000000.0,393000000.0,393000000.0,
KMB,2013,Q1,1.37,1.37,0.81,1.36,223000000.0,1027000000.0,551000000.0,551000000.0,531000000.0,20000000.0,3496000000.0,5318000000.0,53000000.0,12000000.0,3496000000.0,1822000000.0,67000000.0,5000000.0,1039000000.0,783000000.0,-62000000.0,721000000.0,5318000000.0,387300000.0,387300000.0,387300000.0,
