ticker,year,quarter,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,totalcostofrevenue,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,preferreddividends,sgaexpense,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
PEG,2010,Q1,0.97,0.97,0.3425,0.97,361000000.0,491000000.0,498000000.0,-7000000.0,491000000.0,0.0,2358000000.0,3573000000.0,0.0,30000000.0,0.0,0.0,2358000000.0,1215000000.0,116000000.0,269000000.0,946000000.0,-87000000.0,859000000.0,3573000000.0,506200000.0,505950000.0,507147000.0
PEG,2010,Q2,0.44,0.44,0.3425,0.44,124000000.0,224000000.0,222000000.0,2000000.0,224000000.0,0.0,1673000000.0,2361000000.0,0.0,40000000.0,0.0,0.0,1673000000.0,688000000.0,120000000.0,257000000.0,431000000.0,-85000000.0,346000000.0,2361000000.0,509100000.0,506109000.0,507091000.0
PEG,2010,Q3,1.12,1.12,0.3425,1.12,371000000.0,567000000.0,547000000.0,20000000.0,567000000.0,0.0,1852000000.0,3114000000.0,0.0,70000000.0,0.0,0.0,1852000000.0,1262000000.0,120000000.0,291000000.0,971000000.0,-53000000.0,918000000.0,3114000000.0,506300000.0,505945000.0,506968000.0
PEG,2010,Q4,0.56,0.56,0.34,0.55,203000000.0,282000000.0,290000000.0,-8000000.0,282000000.0,0.0,1882000000.0,2745000000.0,0.0,22000000.0,0.0,0.0,1882000000.0,863000000.0,116000000.0,274000000.0,589000000.0,-96000000.0,493000000.0,2745000000.0,506100000.0,505985000.0,507045000.0
PEG,2010,FY,3.09,3.09,1.37,3.08,1059000000.0,1564000000.0,1557000000.0,7000000.0,1564000000.0,0.0,7765000000.0,11793000000.0,0.0,162000000.0,0.0,0.0,7765000000.0,4028000000.0,472000000.0,1091000000.0,2937000000.0,-321000000.0,2616000000.0,11793000000.0,506100000.0,505985000.0,507045000.0
PEG,2011,Q1,1.04,1.04,0.3425,1.04,329000000.0,526000000.0,462000000.0,64000000.0,526000000.0,0.0,2214000000.0,3354000000.0,0.0,66000000.0,0.0,0.0,2214000000.0,1140000000.0,127000000.0,284000000.0,856000000.0,-65000000.0,791000000.0,3354000000.0,505800000.0,505979000.0,507132000.0
PEG,2011,Q2,0.63,0.63,0.3425,0.63,227000000.0,323000000.0,320000000.0,3000000.0,323000000.0,0.0,1585000000.0,2469000000.0,0.0,44000000.0,0.0,0.0,1585000000.0,884000000.0,117000000.0,263000000.0,621000000.0,-74000000.0,547000000.0,2469000000.0,512700000.0,505988000.0,506761000.0
PEG,2011,Q3,0.58,0.58,0.3425,0.58,201000000.0,294000000.0,265000000.0,29000000.0,294000000.0,0.0,1770000000.0,2620000000.0,0.0,35000000.0,0.0,0.0,1770000000.0,850000000.0,117000000.0,294000000.0,556000000.0,-90000000.0,466000000.0,2620000000.0,506900000.0,505909000.0,506999000.0
PEG,2011,Q4,0.72,0.72,0.34,0.71,220000000.0,360000000.0,360000000.0,0.0,360000000.0,0.0,1659000000.0,2636000000.0,0.0,-6000000.0,0.0,0.0,1659000000.0,977000000.0,114000000.0,268000000.0,709000000.0,-129000000.0,580000000.0,2636000000.0,506100000.0,505949000.0,506982000.0
PEG,2011,FY,2.97,2.97,1.37,2.96,977000000.0,1503000000.0,1407000000.0,96000000.0,1503000000.0,0.0,7228000000.0,11079000000.0,0.0,139000000.0,0.0,0.0,7228000000.0,3851000000.0,475000000.0,1109000000.0,2742000000.0,-358000000.0,2384000000.0,11079000000.0,506100000.0,505949000.0,506982000.0
