ticker,year,quarter,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,totalcostofrevenue,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,preferreddividends,sgaexpense,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CXO,2010,Q1,0.76,0.76,0.0,0.75,38763000.0,67540000.0,65333000.0,2207000.0,67540000.0,0.0,33330000.0,199173000.0,539000.0,-73000.0,0.0,13778000.0,33869000.0,165304000.0,11065000.0,50070000.0,115234000.0,-11138000.0,104096000.0,199173000.0,88900000.0,88831000.0,90130000.0
CXO,2010,Q2,1.36,1.36,0.0,1.35,72220000.0,124171000.0,119788000.0,4383000.0,124171000.0,0.0,36442000.0,199315000.0,33000.0,-304000.0,0.0,17761000.0,36475000.0,162840000.0,11192000.0,-40664000.0,203504000.0,-11496000.0,192008000.0,199315000.0,91300000.0,91044000.0,92297000.0
CXO,2010,Q3,0.23,0.23,0.0,0.22,7392000.0,20775000.0,16170000.0,4605000.0,20775000.0,0.0,41762000.0,225791000.0,6000.0,-3521000.0,0.0,15285000.0,41768000.0,184023000.0,12036000.0,144904000.0,39119000.0,-15557000.0,23562000.0,225791000.0,90300000.0,91182000.0,92440000.0
CXO,2010,Q4,-0.14,-0.14,0.0,-0.14,-16762000.0,-8116000.0,-53865000.0,45749000.0,-8116000.0,0.0,31565000.0,227164000.0,292000.0,-6415000.0,0.0,19576000.0,31857000.0,195307000.0,25794000.0,233725000.0,-38418000.0,-32209000.0,-70627000.0,227164000.0,92500000.0,92542000.0,93837000.0
CXO,2010,FY,2.21,2.21,0.0,2.18,101613000.0,204370000.0,147426000.0,56944000.0,204370000.0,0.0,143099000.0,851443000.0,870000.0,-10313000.0,0.0,66400000.0,143969000.0,707474000.0,60087000.0,388035000.0,319439000.0,-70400000.0,249039000.0,851443000.0,92500000.0,92542000.0,93837000.0
CXO,2011,Q1,0.42,0.42,0.0,0.42,-30469000.0,42575000.0,-48613000.0,91188000.0,42575000.0,0.0,63658000.0,360840000.0,0.0,-352000.0,0.0,21392000.0,63658000.0,297182000.0,29660000.0,346252000.0,-49070000.0,-30012000.0,-79082000.0,360840000.0,101400000.0,102242000.0,102242000.0
CXO,2011,Q2,2.26,2.26,0.0,2.24,143270000.0,232182000.0,232182000.0,0.0,232182000.0,0.0,69577000.0,446232000.0,0.0,-1735000.0,0.0,22618000.0,69577000.0,376655000.0,21660000.0,-22192000.0,398847000.0,-23395000.0,375452000.0,446232000.0,102700000.0,102569000.0,103638000.0
CXO,2011,Q3,3.47,3.47,0.0,3.44,221199000.0,356205000.0,356205000.0,0.0,356205000.0,0.0,84050000.0,454468000.0,0.0,-2503000.0,0.0,22873000.0,84050000.0,370418000.0,32881000.0,-242370000.0,612788000.0,-35384000.0,577404000.0,454468000.0,102700000.0,102733000.0,103696000.0
CXO,2011,Q4,-0.81,-0.81,0.0,-0.82,-72200000.0,-82825000.0,-120240000.0,37415000.0,-82825000.0,0.0,60644000.0,356231000.0,0.0,616000.0,0.0,31642000.0,60644000.0,295587000.0,34159000.0,454484000.0,-158897000.0,-33543000.0,-192440000.0,356231000.0,102600000.0,102581000.0,103653000.0
CXO,2011,FY,5.34,5.34,0.0,5.28,261800000.0,548137000.0,419534000.0,128603000.0,548137000.0,0.0,277929000.0,1617771000.0,0.0,-3974000.0,0.0,98525000.0,277929000.0,1339842000.0,118360000.0,536174000.0,803668000.0,-122334000.0,681334000.0,1617771000.0,102600000.0,102581000.0,103653000.0
CXO,2012,Q1,0.3,0.3,0.0,0.3,13615000.0,31117000.0,21332000.0,9785000.0,31117000.0,0.0,81577000.0,473784000.0,0.0,-1268000.0,0.0,27979000.0,81577000.0,392207000.0,35837000.0,320155000.0,72052000.0,-37105000.0,34947000.0,473784000.0,103700000.0,102854000.0,103770000.0
CXO,2012,Q2,3.1,3.1,0.0,3.07,191707000.0,319297000.0,308881000.0,10416000.0,319297000.0,0.0,82100000.0,403161000.0,0.0,-535000.0,0.0,32523000.0,82100000.0,321061000.0,41899000.0,-221961000.0,543022000.0,-42434000.0,500588000.0,403161000.0,103114000.0,103114000.0,103114000.0
CXO,2012,Q3,0.06,0.06,0.0,0.06,-995000.0,5988000.0,-3171000.0,9159000.0,5988000.0,0.0,87964000.0,465343000.0,0.0,-3114000.0,0.0,35492000.0,87964000.0,377379000.0,51337000.0,327094000.0,50285000.0,-54451000.0,-4166000.0,465343000.0,103292000.0,103292000.0,103292000.0
CXO,2012,Q4,0.72,0.72,0.0,0.72,46714000.0,75287000.0,81188000.0,-5901000.0,75287000.0,0.0,92102000.0,477526000.0,0.0,-3670000.0,0.0,37802000.0,92102000.0,385424000.0,53632000.0,200220000.0,185204000.0,-57302000.0,127902000.0,477526000.0,103190000.0,103190000.0,103190000.0
CXO,2012,FY,4.18,4.18,0.0,4.15,251041000.0,431689000.0,408230000.0,23459000.0,431689000.0,0.0,343743000.0,1819814000.0,0.0,-8587000.0,0.0,133796000.0,343743000.0,1476071000.0,182705000.0,625508000.0,850563000.0,-191292000.0,659271000.0,1819814000.0,103190000.0,103190000.0,103190000.0
CXO,2013,Q1,0.29,0.29,0.0,0.29,10977000.0,30093000.0,17559000.0,12534000.0,30093000.0,0.0,100845000.0,472127000.0,0.0,-109000.0,0.0,43293000.0,100845000.0,371282000.0,52106000.0,290531000.0,80751000.0,-52215000.0,28536000.0,472127000.0,103631000.0,103631000.0,103631000.0
CXO,2013,Q2,0.81,0.81,0.0,0.81,53351000.0,84700000.0,85153000.0,-453000.0,84700000.0,0.0,107219000.0,562786000.0,0.0,244000.0,0.0,40991000.0,107219000.0,455567000.0,82695000.0,234612000.0,220955000.0,-82451000.0,138504000.0,562786000.0,103734000.0,103734000.0,103734000.0
CXO,2013,Q3,0.29,0.29,0.0,0.29,21695000.0,30421000.0,30421000.0,0.0,30421000.0,0.0,120231000.0,652920000.0,0.0,-1941000.0,0.0,40836000.0,120231000.0,532689000.0,55995000.0,422637000.0,110052000.0,-57936000.0,52116000.0,652920000.0,103801000.0,103801000.0,103801000.0
CXO,2013,Q4,1.0,1.0,0.0,1.0,32214000.0,105789000.0,105789000.0,0.0,105789000.0,0.0,127141000.0,632086000.0,0.0,-11275000.0,0.0,44695000.0,127141000.0,504945000.0,56401000.0,299266000.0,205679000.0,-67676000.0,138003000.0,632086000.0,103744000.0,103744000.0,103744000.0
CXO,2013,FY,2.39,2.39,0.0,2.39,118237000.0,251003000.0,238922000.0,12081000.0,251003000.0,0.0,455436000.0,2319919000.0,0.0,-13081000.0,0.0,169815000.0,455436000.0,1864483000.0,247197000.0,1247046000.0,617437000.0,-260278000.0,357159000.0,2319919000.0,103744000.0,103744000.0,103744000.0
CXO,2014,Q1,0.87,0.87,0.0,0.87,55331000.0,91307000.0,91307000.0,0.0,91307000.0,0.0,126924000.0,660959000.0,0.0,541000.0,0.0,47750000.0,126924000.0,534035000.0,56135000.0,331803000.0,202232000.0,-55594000.0,146638000.0,660959000.0,103949000.0,103949000.0,103949000.0
CXO,2014,Q2,0.11,0.11,0.0,0.11,7059000.0,11769000.0,11769000.0,0.0,11769000.0,0.0,134944000.0,704702000.0,0.0,-9529000.0,0.0,49535000.0,134944000.0,569758000.0,59704000.0,481697000.0,88061000.0,-69233000.0,18828000.0,704702000.0,107733000.0,107733000.0,107733000.0
CXO,2014,Q3,2.7,2.7,0.0,2.69,186363000.0,305203000.0,305203000.0,0.0,305203000.0,0.0,140725000.0,700263000.0,0.0,2155000.0,0.0,52763000.0,140725000.0,559538000.0,52601000.0,17526000.0,542012000.0,-50446000.0,491566000.0,700263000.0,111680000.0,111680000.0,111680000.0
CXO,2014,Q4,1.21,1.21,0.0,1.21,69032000.0,129896000.0,129896000.0,0.0,129896000.0,0.0,135781000.0,594223000.0,0.0,3333000.0,0.0,54113000.0,135781000.0,458442000.0,52537000.0,210310000.0,248132000.0,-49204000.0,198928000.0,594223000.0,108844000.0,108844000.0,108844000.0
CXO,2014,FY,4.89,4.89,0.0,4.88,317785000.0,538175000.0,538175000.0,0.0,538175000.0,0.0,538374000.0,2660147000.0,0.0,-3500000.0,0.0,204161000.0,538374000.0,2121773000.0,220977000.0,1041336000.0,1080437000.0,-224477000.0,855960000.0,2660147000.0,108844000.0,108844000.0,108844000.0
