var1(t-1),var2(t-1),var1(t+59),var2(t+59)
2996540000.0,2076.780029,4326660000.0,1881.77002
3486360000.0,2068.76001,4132390000.0,1884.089966
4458660000.0,2081.340088,4525070000.0,1920.030029
3608780000.0,2046.680054,3983600000.0,1923.819946
3446810000.0,2051.310059,4378570000.0,1951.359985
3065070000.0,2076.620117,4334490000.0,1987.050049
3096730000.0,2099.600098,4202400000.0,1979.920044
3002120000.0,2108.949951,4666470000.0,1995.829956
3261810000.0,2107.399902,3939140000.0,2013.430054
3227080000.0,2124.290039,3706900000.0,2014.890015
3362750000.0,2126.639893,2893250000.0,2017.459961
3245870000.0,2128.280029,3401920000.0,2003.689941
3343690000.0,2119.209961,3644590000.0,1994.23999
3694070000.0,2114.149902,3746290000.0,2023.859985
3772810000.0,2102.149902,3595430000.0,2033.109985
3870040000.0,2079.649902,3287320000.0,2033.660034
3836750000.0,2067.639893,3331500000.0,2030.77002
4117740000.0,2093.25,3627790000.0,2018.939941
4038900000.0,2108.570068,4430850000.0,2052.51001
3579410000.0,2108.629883,4108460000.0,2075.149902
3681340000.0,2103.840088,3385800000.0,2071.179932
3476770000.0,2098.040039,4216880000.0,2065.889893
3546710000.0,2093.320068,4698110000.0,2090.350098
3968680000.0,2099.840088,4008940000.0,2089.409912
4246570000.0,2083.560059,4256200000.0,2079.360107
3602320000.0,2077.570068,3760020000.0,2104.050049
3514460000.0,2104.179932,4272060000.0,2109.790039
3708880000.0,2084.070068,4078870000.0,2102.310059
4269130000.0,2086.050049,4051890000.0,2099.929932
3221300000.0,2083.389893,4369020000.0,2099.199951
2795590000.0,2091.540039,3882350000.0,2078.580078
2867690000.0,2102.439941,3821440000.0,2081.719971
2949990000.0,2096.919922,3692410000.0,2075.0
3512920000.0,2079.610107,4016370000.0,2045.969971
3922470000.0,2035.72998,4278750000.0,2023.040039
5018240000.0,1970.890015,3741240000.0,2053.189941
6612690000.0,1893.209961,4427350000.0,2050.439941
5183560000.0,1867.609985,3926390000.0,2083.580078
5338250000.0,1940.51001,3628110000.0,2081.23999
5006390000.0,1987.660034,3929600000.0,2089.169922
3949080000.0,1988.869995,3587980000.0,2086.590088
3915100000.0,1972.180054,3884930000.0,2089.139893
4371850000.0,1913.849976,2852940000.0,2088.870117
3742620000.0,1948.859985,1466840000.0,2090.110107
3520700000.0,1951.130005,4275030000.0,2080.409912
3167090000.0,1921.219971,3712120000.0,2102.629883
3548650000.0,1969.410034,3950640000.0,2079.51001
3652120000.0,1942.040039,4306490000.0,2049.620117
3626320000.0,1952.290039,4214910000.0,2091.689941
3218590000.0,1961.050049,4043820000.0,2077.070068
3000200000.0,1953.030029,4173570000.0,2063.590088
3239860000.0,1978.089966,4385250000.0,2047.619995
3630680000.0,1995.310059,3715150000.0,2052.22998
4183790000.0,1990.199951,4301060000.0,2012.369995
6021240000.0,1958.030029,4612440000.0,2021.939941
3269350000.0,1966.969971,4353540000.0,2043.410034
3808260000.0,1942.73999,4635450000.0,2073.070068
3190530000.0,1938.76001,4327390000.0,2041.890015
4091530000.0,1932.23999,6683070000.0,2005.550049
3721870000.0,1931.339966,3760280000.0,2021.150024
4326660000.0,1881.77002,3520860000.0,2038.969971
4132390000.0,1884.089966,3484090000.0,2064.290039
4525070000.0,1920.030029,1411860000.0,2060.98999
3983600000.0,1923.819946,2492510000.0,2056.5
4378570000.0,1951.359985,2542000000.0,2078.360107
4334490000.0,1987.050049,2367430000.0,2063.360107
4202400000.0,1979.920044,2655330000.0,2043.939941
4666470000.0,1995.829956,4304880000.0,2012.660034
3939140000.0,2013.430054,3706620000.0,2016.709961
3706900000.0,2014.890015,4336660000.0,1990.26001
2893250000.0,2017.459961,5076590000.0,1943.089966
3401920000.0,2003.689941,4664940000.0,1922.030029
3644590000.0,1994.23999,4607290000.0,1923.670044
3746290000.0,2023.859985,4887260000.0,1938.680054
3595430000.0,2033.109985,5087030000.0,1890.280029
3287320000.0,2033.660034,5241110000.0,1921.839966
3331500000.0,2030.77002,5468460000.0,1880.329956
3627790000.0,2018.939941,4928350000.0,1881.329956
4430850000.0,2052.51001,6416070000.0,1859.329956
4108460000.0,2075.149902,5078810000.0,1868.98999
3385800000.0,2071.179932,4901760000.0,1906.900024
4216880000.0,2065.889893,4401380000.0,1877.079956
4698110000.0,2090.350098,4357940000.0,1903.630005
4008940000.0,2089.409912,4754040000.0,1882.949951
4256200000.0,2079.360107,4693010000.0,1893.359985
3760020000.0,2104.050049,5497570000.0,1940.23999
4272060000.0,2109.790039,4322530000.0,1939.380005
4078870000.0,2102.310059,4463190000.0,1903.030029
4051890000.0,2099.929932,5172950000.0,1912.530029
4369020000.0,2099.199951,5193320000.0,1915.449951
3882350000.0,2078.580078,4929940000.0,1880.050049
3821440000.0,2081.719971,5636460000.0,1853.439941
3692410000.0,2075.0,5183220000.0,1852.209961
4016370000.0,2045.969971,4471170000.0,1851.859985
4278750000.0,2023.040039,5500800000.0,1829.079956
3741240000.0,2053.189941,4696920000.0,1864.780029
4427350000.0,2050.439941,4570670000.0,1895.579956
3926390000.0,2083.580078,5011540000.0,1926.819946
3628110000.0,2081.23999,4436490000.0,1917.829956
3929600000.0,2089.169922,4142850000.0,1917.780029
3587980000.0,2086.590088,4054710000.0,1945.5
3884930000.0,2089.139893,3890650000.0,1921.27002
2852940000.0,2088.870117,4317250000.0,1929.800049
1466840000.0,2090.110107,4118210000.0,1951.699951
4275030000.0,2080.409912,4348510000.0,1948.050049
3712120000.0,2102.629883,4588180000.0,1932.22998
3950640000.0,2079.51001,4819750000.0,1978.349976
4306490000.0,2049.620117,4666610000.0,1986.449951
4214910000.0,2091.689941,5081700000.0,1993.400024
4043820000.0,2077.070068,6049930000.0,1999.98999
4173570000.0,2063.590088,4968180000.0,2001.76001
4385250000.0,2047.619995,4641650000.0,1979.26001
3715150000.0,2052.22998,4038120000.0,1989.26001
4301060000.0,2012.369995,4376790000.0,1989.569946
4612440000.0,2021.939941,4078620000.0,2022.189941
4353540000.0,2043.410034,3487850000.0,2019.640015
4635450000.0,2073.070068,3560280000.0,2015.930054
4327390000.0,2041.890015,4057020000.0,2027.219971
6683070000.0,2005.550049,4530480000.0,2040.589966
3760280000.0,2021.150024,6503140000.0,2049.580078
3520860000.0,2038.969971,3376600000.0,2051.600098
3484090000.0,2064.290039,3418460000.0,2049.800049
1411860000.0,2060.98999,3639510000.0,2036.709961
2492510000.0,2056.5,3407720000.0,2035.939941
2542000000.0,2078.360107,2809090000.0,2037.050049
2367430000.0,2063.360107,3822330000.0,2055.01001
2655330000.0,2043.939941,3590310000.0,2063.949951
4304880000.0,2012.660034,3715280000.0,2059.73999
3706620000.0,2016.709961,3749990000.0,2072.780029
4336660000.0,1990.26001,3485710000.0,2066.129883
5076590000.0,1943.089966,4154920000.0,2045.170044
4664940000.0,1922.030029,3750800000.0,2066.659912
4607290000.0,1923.670044,3801250000.0,2041.910034
4887260000.0,1938.680054,3359530000.0,2047.599976
5087030000.0,1890.280029,3567840000.0,2041.98999
5241110000.0,1921.839966,4239740000.0,2061.719971
5468460000.0,1880.329956,4191830000.0,2082.419922
4928350000.0,1881.329956,3765870000.0,2082.780029
6416070000.0,1859.329956,3701450000.0,2080.72998
5078810000.0,1868.98999,3316880000.0,2094.340088
4901760000.0,1906.900024,3896830000.0,2100.800049
4401380000.0,1877.079956,4184880000.0,2102.399902
4357940000.0,1903.630005,4175290000.0,2091.47998
4754040000.0,1882.949951,3790580000.0,2091.580078
4693010000.0,1893.359985,3319740000.0,2087.790039
5497570000.0,1940.23999,3557190000.0,2091.699951
4322530000.0,1939.380005,4100110000.0,2095.149902
4463190000.0,1903.030029,4309840000.0,2075.810059
5172950000.0,1912.530029,4704720000.0,2065.300049
5193320000.0,1915.449951,3841110000.0,2081.429932
4929940000.0,1880.050049,4173390000.0,2063.370117
5636460000.0,1853.439941,4058560000.0,2051.120117
5183220000.0,1852.209961,4008530000.0,2050.629883
4471170000.0,1851.859985,3796350000.0,2057.139893
5500800000.0,1829.079956,3788620000.0,2058.689941
4696920000.0,1864.780029,3600200000.0,2084.389893
4570670000.0,1895.579956,3821980000.0,2064.459961
5011540000.0,1926.819946,3782390000.0,2064.110107
4436490000.0,1917.829956,3579880000.0,2046.609985
4142850000.0,1917.780029,3501360000.0,2066.659912
4054710000.0,1945.5,4108960000.0,2047.209961
3890650000.0,1921.27002,4101320000.0,2047.630005
4317250000.0,1929.800049,3846770000.0,2040.040039
4118210000.0,1951.699951,3507650000.0,2052.320068
4348510000.0,1948.050049,3055480000.0,2048.040039
4588180000.0,1932.22998,3627340000.0,2076.060059
4819750000.0,1978.349976,3859160000.0,2090.540039
4666610000.0,1986.449951,3230990000.0,2090.100098
5081700000.0,1993.400024,3079150000.0,2099.060059
6049930000.0,1999.98999,4514410000.0,2096.949951
4968180000.0,2001.76001,3525170000.0,2099.330078
4641650000.0,1979.26001,3632720000.0,2105.26001
4038120000.0,1989.26001,3627780000.0,2099.129883
4376790000.0,1989.569946,3442020000.0,2109.409912
4078620000.0,2022.189941,3534730000.0,2112.129883
3487850000.0,2019.640015,3562060000.0,2119.120117
3560280000.0,2015.930054,3290320000.0,2115.47998
4057020000.0,2027.219971,3515010000.0,2096.070068
4530480000.0,2040.589966,3392030000.0,2079.060059
6503140000.0,2049.580078,3759770000.0,2075.320068
3376600000.0,2051.600098,3544720000.0,2071.5
3418460000.0,2049.800049,3628280000.0,2077.98999
3639510000.0,2036.709961,4952630000.0,2071.219971
3407720000.0,2035.939941,3467440000.0,2083.25
2809090000.0,2037.050049,3232880000.0,2088.899902
3822330000.0,2055.01001,3168160000.0,2085.449951
3590310000.0,2063.949951,3297940000.0,2113.320068
3715280000.0,2059.73999,7597450000.0,2037.410034
3749990000.0,2072.780029,5431220000.0,2000.540039
3485710000.0,2066.129883,4385810000.0,2036.089966
4154920000.0,2045.170044,4241740000.0,2070.77002
3750800000.0,2066.659912,4622820000.0,2098.860107
3801250000.0,2041.910034,3458890000.0,2102.949951
3359530000.0,2047.599976,3658380000.0,2088.550049
3567840000.0,2041.98999,3909380000.0,2099.72998
4239740000.0,2061.719971,3604550000.0,2097.899902
4191830000.0,2082.419922,3607500000.0,2129.899902
3765870000.0,2082.780029,3253340000.0,2137.159912
3701450000.0,2080.72998,4097820000.0,2152.139893
3316880000.0,2094.340088,3502320000.0,2152.429932
3896830000.0,2100.800049,3465610000.0,2163.75
4184880000.0,2102.399902,3122600000.0,2161.73999
4175290000.0,2091.47998,3009310000.0,2166.889893
3790580000.0,2091.580078,2968340000.0,2163.780029
3319740000.0,2087.790039,3211860000.0,2173.02002
3557190000.0,2091.699951,3438900000.0,2165.169922
4100110000.0,2095.149902,3023280000.0,2175.030029
4309840000.0,2075.810059,3057240000.0,2168.47998
4704720000.0,2065.300049,3442350000.0,2169.179932
3841110000.0,2081.429932,3995500000.0,2166.580078
4173390000.0,2063.370117,3664240000.0,2170.060059
4058560000.0,2051.120117,4038840000.0,2173.600098
4008530000.0,2050.629883,3505990000.0,2170.840088
3796350000.0,2057.139893,3848750000.0,2157.030029
3788620000.0,2058.689941,3786530000.0,2163.790039
3600200000.0,2084.389893,3709200000.0,2164.25
3821980000.0,2064.459961,3663070000.0,2182.870117
3782390000.0,2064.110107,3327550000.0,2180.889893
3579880000.0,2046.609985,3334300000.0,2181.73999
3501360000.0,2066.659912,3254950000.0,2175.48999
4108960000.0,2047.209961,3423160000.0,2185.790039
4101320000.0,2047.630005,3000660000.0,2184.050049
3846770000.0,2040.040039,3078530000.0,2190.149902
3507650000.0,2052.320068,3196400000.0,2178.149902
3055480000.0,2048.040039,3388910000.0,2182.219971
3627340000.0,2076.060059,3300570000.0,2187.02002
3859160000.0,2090.540039,3084800000.0,2183.870117
3230990000.0,2090.100098,2777550000.0,2182.639893
3079150000.0,2099.060059,3041490000.0,2186.899902
4514410000.0,2096.949951,3148280000.0,2175.439941
3525170000.0,2099.330078,2969310000.0,2172.469971
3632720000.0,2105.26001,3342340000.0,2169.040039
3627780000.0,2099.129883,2654780000.0,2180.379883
3442020000.0,2109.409912,3006800000.0,2176.120117
3534730000.0,2112.129883,3766390000.0,2170.949951
3562060000.0,2119.120117,3392120000.0,2170.860107
3290320000.0,2115.47998,3091120000.0,2179.97998
3515010000.0,2096.070068,3447650000.0,2186.47998
3392030000.0,2079.060059,3319420000.0,2186.159912
3759770000.0,2075.320068,3727840000.0,2181.300049
3544720000.0,2071.5,4233960000.0,2127.810059
3628280000.0,2077.98999,4010480000.0,2159.040039
4952630000.0,2071.219971,4141670000.0,2127.02002
3467440000.0,2083.25,3664100000.0,2125.77002
3232880000.0,2088.899902,3373720000.0,2147.26001
3168160000.0,2085.449951,5014360000.0,2139.159912
3297940000.0,2113.320068,3163000000.0,2139.120117
7597450000.0,2037.410034,3140730000.0,2139.76001
5431220000.0,2000.540039,3712090000.0,2163.120117
4385810000.0,2036.089966,3552830000.0,2177.179932
4241740000.0,2070.77002,3317190000.0,2164.689941
4622820000.0,2098.860107,3216170000.0,2146.100098
3458890000.0,2102.949951,3437770000.0,2159.929932
3658380000.0,2088.550049,3891460000.0,2171.370117
3909380000.0,2099.72998,4249220000.0,2151.129883
3604550000.0,2097.899902,4173340000.0,2168.27002
3607500000.0,2129.899902,3137550000.0,2161.199951
3253340000.0,2137.159912,3750890000.0,2150.48999
4097820000.0,2152.139893,3906550000.0,2159.72998
3502320000.0,2152.429932,3461550000.0,2160.77002
3465610000.0,2163.75,3619890000.0,2153.73999
3122600000.0,2161.73999,2916550000.0,2163.659912
3009310000.0,2166.889893,3438270000.0,2136.72998
2968340000.0,2163.780029,2977100000.0,2139.179932
3211860000.0,2173.02002,3580450000.0,2132.550049
3438900000.0,2165.169922,3228150000.0,2132.97998
3023280000.0,2175.030029,2830390000.0,2126.5
3057240000.0,2168.47998,3170000000.0,2139.600098
3442350000.0,2169.179932,3362670000.0,2144.290039
3995500000.0,2166.580078,3337170000.0,2141.340088
3664240000.0,2170.060059,3448850000.0,2141.159912
4038840000.0,2173.600098,3357320000.0,2151.330078
3505990000.0,2170.840088,3751340000.0,2143.159912
3848750000.0,2157.030029,3775200000.0,2139.429932
3786530000.0,2163.790039,4204830000.0,2133.040039
3709200000.0,2164.25,4019510000.0,2126.409912
3663070000.0,2182.870117,3922400000.0,2126.149902
3327550000.0,2180.889893,4532160000.0,2111.719971
3334300000.0,2181.73999,4248580000.0,2097.939941
3254950000.0,2175.48999,3886740000.0,2088.659912
3423160000.0,2185.790039,3837860000.0,2085.179932
3000660000.0,2184.050049,3736060000.0,2131.52002
3078530000.0,2190.149902,3916930000.0,2139.560059
3196400000.0,2178.149902,6264150000.0,2163.26001
3388910000.0,2182.219971,6451640000.0,2167.47998
3300570000.0,2187.02002,4988050000.0,2164.449951
3084800000.0,2183.870117,5367200000.0,2164.199951
2777550000.0,2182.639893,4543860000.0,2180.389893
3041490000.0,2186.899902,3830590000.0,2176.939941
3148280000.0,2175.439941,3809160000.0,2187.120117
2969310000.0,2172.469971,3572400000.0,2181.899902
3342340000.0,2169.040039,3607010000.0,2198.179932
2654780000.0,2180.379883,3957940000.0,2202.939941
3006800000.0,2176.120117,3418640000.0,2204.719971
3766390000.0,2170.949951,1584600000.0,2213.350098
3392120000.0,2170.860107,3505650000.0,2201.719971
3091120000.0,2179.97998,3706560000.0,2204.659912
3447650000.0,2186.47998,5533980000.0,2198.810059
3319420000.0,2186.159912,5063740000.0,2191.080078
3727840000.0,2181.300049,3779500000.0,2191.949951
4233960000.0,2127.810059,3895230000.0,2204.709961
4010480000.0,2159.040039,3855320000.0,2212.22998
4141670000.0,2127.02002,4501820000.0,2241.350098
3664100000.0,2125.77002,4200580000.0,2246.189941
3373720000.0,2147.26001,3884480000.0,2259.530029
5014360000.0,2139.159912,4034510000.0,2256.959961
3163000000.0,2139.120117,3857590000.0,2271.719971
3140730000.0,2139.76001,4406970000.0,2253.280029
3712090000.0,2163.120117,4168200000.0,2262.030029
3552830000.0,2177.179932,5920340000.0,2258.070068
3317190000.0,2164.689941,3248370000.0,2262.530029
3216170000.0,2146.100098,3298780000.0,2270.76001
3437770000.0,2159.929932,2852230000.0,2265.179932
3891460000.0,2171.370117,2876320000.0,2260.959961
4249220000.0,2151.129883,2020550000.0,2263.790039
4173340000.0,2168.27002,1987080000.0,2268.879883
3137550000.0,2161.199951,2392360000.0,2249.919922
3750890000.0,2150.48999,2336370000.0,2249.26001
3906550000.0,2159.72998,2670900000.0,2238.830078
3461550000.0,2160.77002,3770530000.0,2257.830078
3619890000.0,2153.73999,3764890000.0,2270.75
2916550000.0,2163.659912,3761820000.0,2269.0
3438270000.0,2136.72998,3339890000.0,2276.97998
2977100000.0,2139.179932,3217610000.0,2268.899902
3580450000.0,2132.550049,3638790000.0,2268.899902
3228150000.0,2132.97998,3620410000.0,2275.320068
2830390000.0,2126.5,3462130000.0,2270.439941
3170000000.0,2139.600098,3081270000.0,2274.639893
3362670000.0,2144.290039,3584990000.0,2267.889893
3337170000.0,2141.340088,3315250000.0,2271.889893
3448850000.0,2141.159912,3165970000.0,2263.689941
3357320000.0,2151.330078,3524970000.0,2271.310059
3751340000.0,2143.159912,3152710000.0,2265.199951
3775200000.0,2139.429932,3810960000.0,2280.070068
4204830000.0,2133.040039,3846020000.0,2298.370117
4019510000.0,2126.409912,3610360000.0,2296.679932
3922400000.0,2126.149902,3135890000.0,2294.689941
4532160000.0,2111.719971,3591270000.0,2280.899902
4248580000.0,2097.939941,4087450000.0,2278.870117
3886740000.0,2088.659912,3916610000.0,2279.550049
3837860000.0,2085.179932,3807710000.0,2280.850098
3736060000.0,2131.52002,3597970000.0,2297.419922
3916930000.0,2139.560059,3109050000.0,2292.560059
6264150000.0,2163.26001,3448690000.0,2293.080078
6451640000.0,2167.47998,3609740000.0,2294.669922
4988050000.0,2164.449951,3677940000.0,2307.870117
5367200000.0,2164.199951,3475020000.0,2316.100098
4543860000.0,2180.389893,3349730000.0,2328.25
3830590000.0,2176.939941,3520910000.0,2337.580078
3809160000.0,2187.120117,3775590000.0,2349.25
3572400000.0,2181.899902,3672370000.0,2347.219971
3607010000.0,2198.179932,3513060000.0,2351.159912
3957940000.0,2202.939941,3579780000.0,2365.379883
3418640000.0,2204.719971,3468670000.0,2362.820068
1584600000.0,2213.350098,4015260000.0,2363.810059
3505650000.0,2201.719971,3831570000.0,2367.340088
3706560000.0,2204.659912,3582610000.0,2369.75
5533980000.0,2198.810059,4210140000.0,2363.639893
5063740000.0,2191.080078,4345180000.0,2395.959961
3779500000.0,2191.949951,3821320000.0,2381.919922
3895230000.0,2204.709961,3555260000.0,2383.120117
3855320000.0,2212.22998,3232700000.0,2375.310059
4501820000.0,2241.350098,3518390000.0,2368.389893
4200580000.0,2246.189941,3812100000.0,2362.97998
3884480000.0,2259.530029,3716340000.0,2364.870117
4034510000.0,2256.959961,3432950000.0,2372.600098
3857590000.0,2271.719971,3133900000.0,2373.469971
4406970000.0,2253.280029,3172630000.0,2365.449951
4168200000.0,2262.030029,3906840000.0,2385.26001
5920340000.0,2258.070068,3365660000.0,2381.379883
3248370000.0,2262.530029,5178040000.0,2378.25
3298780000.0,2270.76001,3054930000.0,2373.469971
2852230000.0,2265.179932,4265590000.0,2344.02002
2876320000.0,2260.959961,3572730000.0,2348.449951
2020550000.0,2263.790039,3260600000.0,2345.959961
1987080000.0,2268.879883,2975130000.0,2343.97998
2392360000.0,2249.919922,3240230000.0,2341.590088
2336370000.0,2249.26001,3367780000.0,2358.570068
2670900000.0,2238.830078,3106940000.0,2361.129883
3770530000.0,2257.830078,3158420000.0,2368.060059
3764890000.0,2270.75,3354110000.0,2362.719971
3761820000.0,2269.0,3416400000.0,2358.840088
3339890000.0,2276.97998,3206240000.0,2360.159912
3217610000.0,2268.899902,3770520000.0,2352.949951
3638790000.0,2268.899902,3201920000.0,2357.48999
3620410000.0,2275.320068,3053150000.0,2355.540039
3462130000.0,2270.439941,2785410000.0,2357.159912
3081270000.0,2274.639893,3117420000.0,2353.780029
3584990000.0,2267.889893,3196950000.0,2344.929932
3315250000.0,2271.889893,3143890000.0,2328.949951
3165970000.0,2263.689941,2824710000.0,2349.01001
3524970000.0,2271.310059,3269840000.0,2342.189941
3152710000.0,2265.199951,3519900000.0,2338.169922
3810960000.0,2280.070068,3647420000.0,2355.840088
3846020000.0,2298.370117,3503360000.0,2348.689941
3610360000.0,2296.679932,3690650000.0,2374.149902
3135890000.0,2294.689941,3995240000.0,2388.610107
3591270000.0,2280.899902,4105920000.0,2387.449951
4087450000.0,2278.870117,4098460000.0,2388.77002
3916610000.0,2279.550049,3718270000.0,2384.199951
3807710000.0,2280.850098,3199240000.0,2388.330078
3597970000.0,2297.419922,3813680000.0,2391.169922
3109050000.0,2292.560059,3893990000.0,2388.129883
3448690000.0,2293.080078,4362540000.0,2389.52002
3609740000.0,2294.669922,3540140000.0,2399.290039
3677940000.0,2307.870117,3429440000.0,2399.379883
3475020000.0,2316.100098,3653590000.0,2396.919922
3349730000.0,2328.25,3643530000.0,2399.629883
3520910000.0,2337.580078,3727420000.0,2394.439941
3775590000.0,2349.25,3305630000.0,2390.899902
3672370000.0,2347.219971,3473600000.0,2402.320068
3513060000.0,2351.159912,3420790000.0,2400.669922
